Num1,Num2,Num3,Num4,Num5,Ord1,Ord2,Nom1,Nom2,Nom3
54.96714153011233,40.71064891256276,116.02569000541024,,29.5189508360718,,Débutant,Bleu,Chat,Japon
48.61735698828815,6.600984414024158,,10.0,36.513101643746246,Faible,Débutant,Rouge,Oiseau,France
56.47688538100692,34.88205339694793,,41.0,31.563544763365112,Moyen,Débutant,Rouge,Chien,France
65.23029856408026,11.099809879131485,77.80833665290413,27.0,103.13181225453488,Faible,Avancé,Vert,Oiseau,Japon
47.658466252766644,80.82352100092221,118.88849859680198,60.0,,Faible,,Vert,,Japon
47.6586304305082,94.76880259644707,117.19661305601092,73.0,17.871451783479134,Élevé,Intermédiaire,Vert,Chien,France
65.79212815507391,,85.39931742959448,52.0,1.9475974148717412,Faible,Avancé,Bleu,Chien,
57.67434729152909,95.51152072917014,115.10700004709739,28.0,19.391272694674786,,Avancé,Bleu,Chien,USA
45.30525614065048,52.25765993367452,105.04217444539343,,,Moyen,,Rouge,Chien,Japon
55.42560043585965,29.95656779538739,96.58785610069889,17.0,28.07260283797101,Faible,Intermédiaire,Rouge,Oiseau,France
45.365823071875376,7.686207527616351,87.64096769542,95.0,23.17461345829517,Faible,Débutant,Bleu,Chien,USA
45.34270246429743,50.06242680704178,89.21335822826221,44.0,18.979571114744942,Moyen,Avancé,Vert,Chien,USA
52.41962271566034,79.45155444907486,130.74718143678888,10.0,10.434084240870291,Moyen,Avancé,Rouge,Chien,Brésil
30.86719755342202,70.70864772666981,100.01024228436223,63.0,9.744773609568757,Faible,Avancé,Vert,,
32.75082167486967,,111.73195002297189,,,Faible,Intermédiaire,Vert,Oiseau,Japon
44.37712470759027,7.290183536790352,88.13650927498671,82.0,5.252150295501059,Moyen,Intermédiaire,Vert,Chien,USA
39.87168879665576,40.28732826326371,88.30220580667542,,12.496635124970394,Faible,Débutant,Rouge,Chat,France
53.142473325952736,29.52904940479433,116.22977213874913,38.0,11.745946340888137,Élevé,Intermédiaire,Vert,Chien,USA
,23.238432305604782,79.75635682672701,70.0,26.53887873609446,Moyen,Débutant,Vert,Chat,France
35.87696298664709,28.10044989087136,93.77179348142093,76.0,2.0702886604858706,Moyen,Débutant,Rouge,Chien,
64.65648768921554,80.34827432968846,100.51041116608349,53.0,53.100293971008284,Faible,Intermédiaire,Vert,Chat,USA
47.74223699513465,92.92280536318539,101.67058902760078,78.0,24.792018723692767,,Débutant,Vert,Chat,France
50.67528204687924,40.510269452756646,97.31360072475766,,33.33512582334718,,Débutant,Bleu,Chat,France
35.75251813786544,90.61110021324971,105.93729671643885,74.0,36.43018093341738,Faible,Avancé,,Chien,Japon
44.556172754748175,32.1495701247882,110.39283633726717,54.0,10.337484909732042,Faible,Avancé,Rouge,Chien,France
,47.64369863437916,111.01956318188995,,,Moyen,Intermédiaire,Vert,Chat,USA
38.490064225776976,22.602899781599973,85.2129428699826,79.0,93.87513699557475,Faible,Intermédiaire,Vert,Chat,USA
53.75698018345672,64.0476042175844,95.73767353106804,31.0,43.66357655915912,Moyen,Avancé,Bleu,Chien,Brésil
43.99361310081195,97.89811151748088,117.92144292815406,7.0,104.75685292850243,Élevé,Débutant,Vert,Oiseau,USA
47.083062502067236,60.34930960433786,113.41970781360808,58.0,41.14268617505903,,Intermédiaire,Rouge,Chat,Japon
43.98293387770603,35.78140841135489,79.40710822778404,10.0,5.792987982982607,Élevé,Débutant,Vert,,France
68.52278184508938,64.78174459905284,105.27219850528303,10.0,2.001374758047549,,Débutant,Rouge,Chien,France
49.86502775262066,12.292067846538757,70.32662125937784,39.0,25.85844011844002,Faible,,Rouge,Oiseau,France
39.422890710440996,88.86590802653987,,28.0,13.286285279810112,,Intermédiaire,Vert,Chien,USA
58.225449121031886,,128.46650525118966,30.0,9.666462715844034,Moyen,Débutant,Bleu,Oiseau,Japon
37.791563500289776,,85.78160924096521,37.0,49.38476801501446,Moyen,Débutant,Rouge,Chat,USA
52.08863595004755,58.58647884535192,,67.0,13.718226611193542,Faible,Intermédiaire,Vert,Chien,USA
,62.47838627894025,111.4604467235929,43.0,11.43785517684959,Élevé,Intermédiaire,Vert,Chat,Japon
36.71813951101569,7.177580622651303,76.8579772718553,79.0,,,Intermédiaire,Bleu,Chien,France
,68.26172212234025,90.50867455172441,85.0,56.18010722165955,Faible,Débutant,,Chien,France
57.38466579995411,24.193168031552958,,52.0,13.218780848471251,Moyen,Intermédiaire,Rouge,Chien,Brésil
51.7136828118997,71.39526325065899,90.48571228465896,56.0,53.60292517318272,Faible,Débutant,Rouge,Oiseau,USA
48.843517176117594,82.25347943841967,96.46045019183542,76.0,57.06970304796948,Élevé,Débutant,,Chat,Japon
46.98896304410711,80.39585075525203,111.16278565472552,68.0,16.545810799526397,Moyen,Intermédiaire,Rouge,Chien,USA
35.214780096325725,,106.32319125304842,9.0,2.0635659747897894,Faible,Intermédiaire,Rouge,Chien,USA
42.801557916052914,52.016989231075115,104.00227594443103,92.0,0.047577040300802564,Faible,Débutant,Vert,Chat,France
45.393612290402125,14.287596133941172,94.91316581094942,23.0,22.225563176430775,Élevé,Débutant,Vert,Chien,Brésil
,77.53461504031355,105.55091672903433,63.0,12.65128734052995,Moyen,,Vert,,USA
53.43618289568462,27.140938044671437,98.14400979850365,61.0,175.62310357770863,Élevé,Débutant,Rouge,Chien,France
32.36959844637266,,106.86708414888678,40.0,,Faible,,Vert,,Brésil
53.24083969394795,28.42740929275167,92.54601962323032,44.0,42.973347862896226,Faible,Débutant,Vert,Chien,USA
46.149177195836835,13.382836299969314,97.26146538430689,86.0,93.1950673440028,Faible,Débutant,Rouge,Chat,Japon
43.23077999694041,62.95576968917366,85.1506331117198,24.0,65.60396091713324,Moyen,Débutant,Vert,Chat,France
,5.4332034822903825,99.47488584990646,51.0,11.49001666479843,Faible,Avancé,Rouge,Oiseau,France
60.30999522495951,74.86452341262,87.83498704556733,58.0,5.445196647686223,Faible,Intermédiaire,Bleu,Chat,France
59.31280119116199,31.758679526111667,83.2893032475701,90.0,41.09990845817023,Moyen,Intermédiaire,Vert,Chat,
41.607824767773614,0.013469300448532007,103.87991721783082,94.0,14.257668802927261,Moyen,Intermédiaire,Vert,Chat,Japon
46.907876241487855,,103.1910966378649,33.0,19.22647188960989,Faible,Intermédiaire,Rouge,Oiseau,Japon
53.31263431403564,4.6851908527603126,111.74310602422858,16.0,,Moyen,Avancé,Rouge,Chat,Japon
59.75545127122359,27.616955782089946,93.53311645637352,22.0,71.53751137044391,Moyen,Intermédiaire,Vert,Chat,
45.2082576215471,70.69764874557161,,57.0,16.294667176750885,Faible,Débutant,Vert,Chien,France
,6.268962162186586,,62.0,45.87957949034722,,Intermédiaire,Rouge,Oiseau,Brésil
,83.93384923560023,106.67160711747393,82.0,9.373172055702684,Faible,Débutant,Rouge,Chien,Brésil
38.037933759193294,0.3819922658583108,87.61519475796787,,35.91704575295329,Moyen,Intermédiaire,Vert,Chien,USA
58.125258223941984,24.682386920190226,102.24045223406783,90.0,0.047420090347986284,Élevé,Intermédiaire,Vert,Chat,France
63.56240028570823,74.09040561520715,,72.0,61.55647537009327,Faible,Avancé,Rouge,Oiseau,Japon
49.27989878419666,31.627014972930677,100.10767700361913,70.0,0.9255181083258972,Faible,,,Chat,USA
60.03532897892024,,68.70283512443373,30.0,37.422463012467546,Élevé,Débutant,Vert,Chat,Japon
53.61636025047634,36.02339188004279,102.4073443596022,,1.420868484052748,Élevé,Débutant,Vert,,France
,27.039328638452552,,32.0,9.287431401734207,Moyen,Débutant,Vert,Chat,USA
53.61395605508414,84.27119021605549,94.59941096864526,,20.62702747861965,Élevé,Débutant,Vert,Chat,USA
65.38036566465969,31.334791758514314,89.07884353217018,,16.33864398336808,Moyen,Débutant,Rouge,Chat,France
49.64173960890049,78.89324717760073,105.60022839567097,9.0,6.389712376915734,Moyen,Débutant,Rouge,Oiseau,USA
65.64643655814007,89.18721448107347,104.68567315699858,31.0,12.185632101155537,Faible,Débutant,Vert,,France
